Variable_micro_RENAMU,Label,Tipo,N_unicos,Valores,Bloque_tematico,Agregacion_sugerida,Macro_objetivo_ejemplo
financinst_31,RECODE of P69_13_2 (Organismos o instituciones / Programas Sociales / Privado /,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_32,RECODE of P69_14_2 (Organismos o instituciones / Programas Sociales / Privado /,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_33,RECODE of P69_15_2 (Organismos o instituciones / Programas Sociales / Privado /,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financinst_34,RECODE of P69_17_1 (Organismos o instituciones / Programas Sociales / Privado /,haven_labelled,2,no realiza = 0; si realiza = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financproy_inf,RECODE of VFI_P70 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,Proyectos e Inversión Pública,Categoría ordinal/nominal → one-hot o score ordinal,proyectos_inversion_totales_y_por_sector
financproy_1,RECODE of P70_1 (¿La municipalidad ha recibido transferencia de proyectos de inf,haven_labelled,2,no = 0; si = 1,Proyectos e Inversión Pública,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,proyectos_inversion_totales_y_por_sector
financproy_3,RECODE of P70_2 (¿La municipalidad ha recibido transferencia de proyectos de inf,haven_labelled,2,no = 0; si = 1,Proyectos e Inversión Pública,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,proyectos_inversion_totales_y_por_sector
financproy_5,RECODE of P70_3 (¿La municipalidad ha recibido transferencia de proyectos de inf,haven_labelled,2,no = 0; si = 1,Proyectos e Inversión Pública,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,proyectos_inversion_totales_y_por_sector
financproy_7,RECODE of P70_4 (¿La municipalidad ha recibido transferencia de proyectos de inf,haven_labelled,2,no = 0; si = 1,Proyectos e Inversión Pública,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,proyectos_inversion_totales_y_por_sector
financproy_9,RECODE of P70_5 (¿La municipalidad ha recibido transferencia de proyectos de inf,haven_labelled,2,no = 0; si = 1,Proyectos e Inversión Pública,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,proyectos_inversion_totales_y_por_sector
financproy_11,RECODE of P70_6 (¿La municipalidad ha recibido transferencia de proyectos de inf,haven_labelled,2,no = 0; si = 1,Proyectos e Inversión Pública,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,proyectos_inversion_totales_y_por_sector
financproy_13,RECODE of P70_7 (¿La municipalidad ha recibido transferencia de proyectos de inf,haven_labelled,2,no = 0; si = 1,Proyectos e Inversión Pública,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,proyectos_inversion_totales_y_por_sector
financproy_15,RECODE of P70_8 (¿La municipalidad ha recibido transferencia de proyectos de inf,haven_labelled,2,no = 0; si = 1,Proyectos e Inversión Pública,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,proyectos_inversion_totales_y_por_sector
financproy_17,RECODE of P70_9 (¿La municipalidad ha recibido transferencia de proyectos de inf,haven_labelled,2,no = 0; si = 1,Proyectos e Inversión Pública,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,proyectos_inversion_totales_y_por_sector
estsalud_inf,RECODE of VFI_P71 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,Información de Servicios y Salud,Categoría ordinal/nominal → one-hot o score ordinal,servicios_salud_info_dummy
serinterv_inf,RECODE of VFI_P75 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,Seguridad Ciudadana,Categoría ordinal/nominal → one-hot o score ordinal,serenazgo_y_indice_intervenciones
serinterv_1,,numeric,2,,Seguridad Ciudadana,Suma/Media + normalización per cápita o por presupuesto,serenazgo_y_indice_intervenciones
serinterv_2,RECODE of P75_1 (¿El serenazgo registró intervenciones por / Robo a transeúntes?,haven_labelled,2,no registra = 0; si registra = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
serinterv_4,RECODE of P75_2 (¿El serenazgo registró intervenciones por / Robo a domicilio?),haven_labelled,2,no registra = 0; si registra = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
serinterv_6,RECODE of P75_3 (¿El serenazgo registró intervenciones por / Robo de vehículos?),haven_labelled,2,no registra = 0; si registra = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
serinterv_8,RECODE of P75_4 (¿El serenazgo registró intervenciones por / Robo de autopartes?,haven_labelled,2,no registra = 0; si registra = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
serinterv_10,RECODE of P75_5 (¿El serenazgo registró intervenciones por / Robo a establecimie,haven_labelled,2,no registra = 0; si registra = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
serinterv_12,RECODE of P75_6 (¿El serenazgo registró intervenciones por / Consumo de alcohol,haven_labelled,2,no registra = 0; si registra = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
serinterv_14,RECODE of P75_7 (¿El serenazgo registró intervenciones por / Consumo de drogas?),haven_labelled,2,no registra = 0; si registra = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
serinterv_16,RECODE of P75_8 (¿El serenazgo registró intervenciones por / Accidentes de tráns,haven_labelled,2,no registra = 0; si registra = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
serinterv_18,RECODE of P75_9 (¿El serenazgo registró intervenciones por / Comercio Informal?),haven_labelled,2,no registra = 0; si registra = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
serinterv_20,,numeric,2,,Seguridad Ciudadana,Suma/Media + normalización per cápita o por presupuesto,serenazgo_y_indice_intervenciones
serinterv_22,,numeric,2,,Seguridad Ciudadana,Suma/Media + normalización per cápita o por presupuesto,serenazgo_y_indice_intervenciones
serinterv_24,RECODE of P75_10 (¿El serenazgo registró intervenciones por / Otro?),haven_labelled,2,no registra = 0; si registra = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
patrullfrec_1,,numeric,5,,Seguridad Ciudadana,Suma/Media + normalización per cápita o por presupuesto,serenazgo_y_indice_intervenciones
csegconf_1,RECODE of P80 (¿La Municipalidad conformó el Comité Provincial / Distrital de Se,haven_labelled,2,no conformo = 0; si conformo = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
orgseg_1,RECODE of P84_1 (¿La municipalidad registró organizaciones de seguridad vecinal,haven_labelled,2,no = 0; si = 1,Seguridad Ciudadana,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,serenazgo_y_indice_intervenciones
griesgosgr_1,RECODE of P86 (¿La municipalidad tiene constituido el grupo de trabajo de la Ges,haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
bdefensa_1,RECODE of P89 (¿La municipalidad tiene brigadas de Defensa Civil?),haven_labelled,2,no tiene = 0; si tiene = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
coel_1,RECODE of P90 (¿La municipalidad ha conformado el Centro de Operaciones de Emerg,haven_labelled,2,no ha conformado = 0; si ha conformado = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
almacen_inf,RECODE of VFI_P92 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,Gestión Ambiental y Gestión del Riesgo,Categoría ordinal/nominal → one-hot o score ordinal,indice_gestion_riesgos
almacen_1,RECODE of P92 (¿La Municipalidad tiene almacén local de bienes de ayuda humanita,haven_labelled,2,no tiene = 0; si tiene = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
odefensa_1,RECODE of P93 (¿La municipalidad tiene Oficina de Defensa Civil?),haven_labelled,2,no tiene = 0; si tiene = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
odefensa_no,,numeric,2,,Gestión Ambiental y Gestión del Riesgo,Suma/Media + normalización per cápita o por presupuesto,indice_gestion_riesgos
invpp_1,,numeric,2,,Otros/Metadatos,Suma/Media + normalización per cápita o por presupuesto,meta_identificadores
invpp_2,,numeric,2,,Otros/Metadatos,Suma/Media + normalización per cápita o por presupuesto,meta_identificadores
invpp_3,,numeric,2,,Otros/Metadatos,Suma/Media + normalización per cápita o por presupuesto,meta_identificadores
invpp_4,,numeric,2,,Otros/Metadatos,Suma/Media + normalización per cápita o por presupuesto,meta_identificadores
invpp_5,,numeric,2,,Otros/Metadatos,Suma/Media + normalización per cápita o por presupuesto,meta_identificadores
fenom_2,RECODE of P95_1 (Fenómenos naturales registrados / Sismos),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_3,RECODE of P95_2 (Fenómenos naturales registrados / Aluviones),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_4,RECODE of P95_3 (Fenómenos naturales registrados / Deslizamientos de tierra),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_5,RECODE of P95_4 (Fenómenos naturales registrados / Derrumbes de cerros),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_6,RECODE of P95_5 (Fenómenos naturales registrados / Huaycos),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_7,RECODE of P95_6 (Fenómenos naturales registrados / Granizadas),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_9,RECODE of P95_7 (Fenómenos naturales registrados / Heladas),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_10,RECODE of P95_8 (Fenómenos naturales registrados / Nevadas),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_11,RECODE of P95_9 (Fenómenos naturales registrados / Lluvias intensas),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_12,RECODE of P95_10 (Fenómenos naturales registrados / Tormentas eléctricas),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_13,RECODE of P95_11 (Fenómenos naturales registrados / Inundaciones),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_14,RECODE of P95_12 (Fenómenos naturales registrados / Sequías),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_15,RECODE of P95_13 (Fenómenos naturales registrados / Vientos fuertes),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_16,RECODE of P95_14 (Fenómenos naturales registrados / Incendios forestales),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
fenom_17,RECODE of P95_15 (Fenómenos naturales registrados / Incendios urbanos),haven_labelled,2,no = 0; si = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
empinc_info,RECODE of VFI_P97 (Municipalidad),haven_labelled,2,no informo = 0; si informo = 1,Otros/Metadatos,Categoría ordinal/nominal → one-hot o score ordinal,meta_identificadores
empinc_2,RECODE of P97_1 (Acciones realizadas / Promoción y publicidad),haven_labelled,2,no = 0; si = 1,Otros/Metadatos,Categoría ordinal/nominal → one-hot o score ordinal,meta_identificadores
empinc_3,RECODE of P97_2 (Acciones realizadas / Ferias y concursos),haven_labelled,2,no = 0; si = 1,Otros/Metadatos,Categoría ordinal/nominal → one-hot o score ordinal,meta_identificadores
empinc_4,RECODE of P97_3 (Acciones realizadas / Convenios con Organización No Gubernament,haven_labelled,2,no = 0; si = 1,Otros/Metadatos,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,meta_identificadores
empinc_5,RECODE of P97_4 (Acciones realizadas / Capacitación para mejorar la producción y,haven_labelled,2,no = 0; si = 1,Otros/Metadatos,Categoría ordinal/nominal → one-hot o score ordinal,meta_identificadores
empinc_6,RECODE of P97_5 (Acciones realizadas / Simplificación de trámite para licencia d,haven_labelled,2,no = 0; si = 1,Instrumentos de Gestión y Gobernanza,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_instrumentos_gestion_y_estado
empinc_7,RECODE of P97_6 (Acciones realizadas / Educación financiera orientada a la inver,haven_labelled,2,no = 0; si = 1,Otros/Metadatos,Categoría ordinal/nominal → one-hot o score ordinal,meta_identificadores
empinc_8,Acciones realizadas / Otra acción,haven_labelled,2,. = 1,Otros/Metadatos,Categoría ordinal/nominal → one-hot o score ordinal,meta_identificadores
oficinaamb_1,RECODE of P105 (¿La municipalidad tiene Oficina o Unidad Ambiental?),haven_labelled,2,tiene = 1; no tiene = 2,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_gestion_riesgos
denunciasamb_2,¿La municipalidad registró denuncias ambientales por contaminación del agua?,haven_labelled,2,No = 0; Sí = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,denuncias_ambientales_total_y_ratio_atencion
denunciasamb_5,¿La municipalidad registró denuncias ambientales por contaminación del suelo?,haven_labelled,2,No = 0; Sí = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,denuncias_ambientales_total_y_ratio_atencion
denunciasamb_8,¿La municipalidad registró denuncias ambientales por contaminación del aire?,haven_labelled,2,No = 0; Sí = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,denuncias_ambientales_total_y_ratio_atencion
denunciasamb_11,¿La municipalidad registró denuncias ambientales por deforestación y quema de,haven_labelled,2,No = 0; Sí = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,denuncias_ambientales_total_y_ratio_atencion
denunciasamb_14,¿La municipalidad registró denuncias ambientales por contaminación sonora?,haven_labelled,2,No = 0; Sí = 1,Gestión Ambiental y Gestión del Riesgo,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,denuncias_ambientales_total_y_ratio_atencion
denunciasamb_18,Número de denuncias recepcionadas /Otro,haven_labelled,2,Cero = 0,Gestión Ambiental y Gestión del Riesgo,Categoría ordinal/nominal → one-hot o score ordinal,denuncias_ambientales_total_y_ratio_atencion
denunciasamb_19, Número de denuncias atendidas / Otro,haven_labelled,2,Cero = 0,Gestión Ambiental y Gestión del Riesgo,Categoría ordinal/nominal → one-hot o score ordinal,denuncias_ambientales_total_y_ratio_atencion
participacion_2, Tipo de participación de la población en la gestión administrativa / Formulando,haven_labelled,2,No = 0; Sí = 1,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
participacion_3, Tipo de participación de la población en la gestión administrativa / Concertand,haven_labelled,2,No = 0; Sí = 2,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
participacion_4, Tipo de participación de la población en la gestión administrativa / Concertand,haven_labelled,2,No = 0; Sí = 3,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
participacion_5, Tipo de participación de la población en la gestión administrativa / En el pres,haven_labelled,2,No = 0; Sí = 4,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
participacion_6, Tipo de participación de la población en la gestión administrativa / En cabildo,haven_labelled,2,No = 0; Sí = 5,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
participacion_7, Tipo de participación de la población en la gestión administrativa / En audienc,haven_labelled,2,No = 0; Sí = 6,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
participacion_8, Tipo de participación de la población en la gestión administrativa / En accione,haven_labelled,2,No = 0; Sí = 7,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
participacion_9, Tipo de participación de la población en la gestión administrativa / En comites,haven_labelled,2,No = 0; Sí = 8,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
participacion_10, Tipo de participación de la población en la gestión administrativa / En comité,haven_labelled,2,No = 0; Sí = 9,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
participacion_11, Tipo de participación de la población en la gestión administrativa / En juntas,haven_labelled,2,No = 0; Sí = 10,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
participacion_12, Tipo de participación de la población en la gestión administrativa / Otro,haven_labelled,2,No = 0; Sí = 11,Participación y Concertación,Categoría ordinal/nominal → one-hot o score ordinal,indice_participacion_ciudadana
delegados_1, ¿La municipalidad tiene constituida la Junta de Delegados Vecinales?,haven_labelled,2,Sí = 1; No = 2,Participación y Concertación,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_participacion_ciudadana
ins_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
ins_muni_1,¿El municipio informó que existen instalaciones de servicios de comunicación?,haven_labelled,2,No existe = 0; Existe = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
ins_muni_3,Número de instalaciones de centros comunitarios telefónicos,numeric,55,,Servicios Básicos e Infraestructura,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_cobertura_servicios_basicos
ins_muni_5,Número de instalaciones de servicios de comunicación/Locutorios telefónicos,numeric,57,,Servicios Básicos e Infraestructura,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_cobertura_servicios_basicos
ins_muni_7,Número de instalaciones de servicios de comunicación / Mensajerías / Courier,numeric,24,,Servicios Básicos e Infraestructura,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_cobertura_servicios_basicos
ins_muni_9,Número de instalaciones de Cabinas públicas de internet,numeric,106,,Servicios Básicos e Infraestructura,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_cobertura_servicios_basicos
ins_muni_11,Número de instalaciones de Antenas parabólicas con servicios de internet,numeric,27,,Servicios Básicos e Infraestructura,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_cobertura_servicios_basicos
ins_muni_13,Número de instalaciones de Antenas parabólicas con servicios de voz,numeric,27,,Servicios Básicos e Infraestructura,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_cobertura_servicios_basicos
ins_muni_15,Número de instalaciones de servicio de comunicación / Otros,numeric,10,,Servicios Básicos e Infraestructura,"Suma/Total + tasa per cápita (por 1,000 hab.)",indice_cobertura_servicios_basicos
alum_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
alum_muni_1,¿La municipalidad informó que existe cobertura de alumbrado público?,haven_labelled,2,No existe = 0; Existe = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
redpot_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
redpot_muni_1,¿La municipalidad informó que existe cobertura de la red de agua potable?,haven_labelled,2,No existe = 0; Existe = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
enti_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
enti_muni_1,¿Las entidades se encargan de la operación de servicios de agua potable?,haven_labelled,2,No se encargan = 0; Se encargan = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
enti_muni_3,Entidades u organizaciones/empresa prestadora privada,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
enti_muni_4,Entidades u organizaciones/Junta Administradora de Servicios de Saneamiento,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
enti_muni_5,Entidades u organizaciones/comité de agua,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
enti_muni_6,Entidades u organizaciones/otra entidad u organización,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
enti_muni_7,Entidades u organizaciones/otra entidad u organización/especifique,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
orga_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
orga_muni_1,¿La municipalidad supervisa organizaciones comunitarias de servicios de agua?,haven_labelled,2,No supervisa = 0; Supervisa = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
orga_muni_2,Organizaciones comunitarias/Junta Administradora de Servicios de Saneamiento,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
orga_muni_3,Organizaciones comunitarias/asociación de usuarios,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
orga_muni_4,Organizaciones comunitarias/comité de agua,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
orga_muni_5,Organizaciones comunitarias/otro,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
actv_muni,¿Municipalidad informó?,haven_labelled,1,No = 0; Sí = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
actv_muni_1,¿La municipalidad apoya a las organizaciones comunitarias de servicio de agua?,haven_labelled,2,No realizó = 0; Realizó = 1,Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
actv_muni_2,Actividades que realiza la municipalidad/brindar asistencia técnica,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
actv_muni_3,Actividades que realiza la municipalidad/brindar capacitación,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Categoría ordinal/nominal → one-hot o score ordinal,indice_cobertura_servicios_basicos
actv_muni_4,Actividades que realiza la municipalidad/realizar mantenimiento del sistema de s,haven_labelled,2," Sí y está actualizado = 1; Sí y esta desactualizado = 2; No tiene, porque está en proceso de implementación = 3; No tiene, porque desconoce cómo implementarlo = 4",Servicios Básicos e Infraestructura,Dummy (0/1) + Conteo por bloque + % sobre total dummies del bloque,indice_cobertura_servicios_basicos
